,CRASH_NUMB,CRASH_DATE,HOUR,DAY_OF_WEEK,MONTH,IS_WEEKEND,CRASH_SEVERITY_DESCR,IS_SEVERE,NUMB_VEHC,NUMB_NONFATAL_INJR,NUMB_FATAL_INJR,WEATH_COND_DESCR,WEATHER_SIMPLE,ROAD_SURF_COND_DESCR,ROAD_SIMPLE,AMBNT_LIGHT_DESCR,LIGHTING_SIMPLE,MANR_COLL_DESCR,SPEED_LIMIT,RDWY_JNCT_TYPE_DESCR,TRAF_CNTRL_DEVC_TYPE_DESCR,LAT,LON
64665,5555445,2025-05-13 21:40:00+00:00,21,Tuesday,May,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,,Not at junction,No controls,42.29000217,-71.04342951
64666,5555444,2025-07-16 17:14:00+00:00,17,Wednesday,July,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",45.0,Y-intersection,No controls,42.35714287,-71.05145179
64830,5555277,2025-07-23 17:30:00+00:00,17,Wednesday,July,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,55.0,Not at junction,No controls,42.3576326,-71.15805663
64876,5555230,2025-07-24 14:00:00+00:00,14,Thursday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,No controls,42.28399326,-71.04386889
64880,5555226,2025-07-24 11:51:00+00:00,11,Thursday,July,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,45.0,Not at junction,No controls,42.3600092,-71.05260444
64906,5555815,2025-07-25 17:54:00+00:00,17,Friday,July,0,Property damage only (none injured),0,1,0,0,Rain/Rain,Rain,Wet,Wet,Daylight,Daylight,Single vehicle crash,55.0,Not at junction,No controls,42.35842855,-71.14653866
65041,5555680,2025-07-30 09:35:00+00:00,9,Wednesday,July,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",55.0,Not at junction,No controls,42.35733586,-71.13864997
65043,5555678,2025-07-29 13:10:00+00:00,13,Tuesday,July,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,30.0,Not at junction,Traffic control signal,42.361531,-71.14619629
65047,5555674,2025-07-12 04:03:00+00:00,4,Saturday,July,1,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",40.0,Off-ramp,Not reported,42.35182604,-71.09142251
65150,5555567,2025-07-28 15:21:00+00:00,15,Monday,July,0,Non-fatal injury,1,3,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,Not at junction,No controls,42.28230874,-71.05778969
65216,5555500,2025-07-25 22:23:00+00:00,22,Friday,July,0,Non-fatal injury,1,3,2,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,30.0,Not at junction,No controls,42.28339533,-71.04977644
65220,5555496,2025-07-29 07:51:00+00:00,7,Tuesday,July,0,Non-fatal injury,1,2,1,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",30.0,Traffic circle,No controls,42.32169245,-71.0517387
65244,5556815,2025-05-27 09:30:00+00:00,9,Tuesday,May,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not at junction,No controls,42.28863942,-71.15761207
65246,5556813,2025-06-28 21:21:00+00:00,21,Saturday,June,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,,T-intersection,Traffic control signal,42.28861513,-71.12581402
65247,5556812,2025-07-20 01:49:00+00:00,1,Sunday,July,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Not reported,,T-intersection,Traffic control signal,42.34068449,-71.0486033
65249,5556810,2025-06-11 08:41:00+00:00,8,Wednesday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,T-intersection,Stop signs,42.30884437,-71.06420855
65251,5556808,2025-06-19 09:30:00+00:00,9,Thursday,June,0,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Angle,25.0,Not at junction,No controls,42.24941141,-71.12521844
65252,5556807,2025-06-01 16:08:00+00:00,16,Sunday,June,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,T-intersection,Traffic control signal,42.38994207,-70.99715417
65253,5556806,2025-06-22 03:48:00+00:00,3,Sunday,June,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Four-way intersection,Stop signs,42.31096412,-71.10208325
65254,5556805,2025-07-16 12:40:00+00:00,12,Wednesday,July,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Not reported,,Y-intersection,Not reported,42.34795844,-71.06336702
65255,5556804,2025-06-07 14:54:00+00:00,14,Saturday,June,1,Property damage only (none injured),0,2,0,0,Rain,Rain,Wet,Wet,Daylight,Daylight,"Sideswipe, same direction",,Not at junction,No controls,42.31592652,-71.05139913
65256,5556803,2025-07-12 19:11:00+00:00,19,Saturday,July,1,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Not reported,No controls,42.38371356,-71.06996762
65257,5556802,2025-05-24 00:01:00+00:00,0,Saturday,May,1,Property damage only (none injured),0,1,0,0,Rain,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,30.0,Traffic circle,No controls,42.32202535,-71.10993816
65260,5556799,2025-06-04 19:37:00+00:00,19,Wednesday,June,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,T-intersection,No controls,42.33203198,-71.05232588
65261,5556798,2025-07-24 22:55:00+00:00,22,Thursday,July,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Not at junction,No controls,42.33115492,-71.05387471
65263,5556796,2025-07-12 20:04:00+00:00,20,Saturday,July,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Front to Front,25.0,T-intersection,No controls,42.2776885,-71.13772616
65264,5556795,2025-07-18 02:16:00+00:00,2,Friday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",20.0,Not at junction,No controls,42.30444519,-71.06569614
65265,5556794,2025-05-28 20:17:00+00:00,20,Wednesday,May,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,T-intersection,Unknown,42.31269149,-71.08008775
65266,5556793,2025-06-18 14:26:00+00:00,14,Wednesday,June,0,Property damage only (none injured),0,1,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Y-intersection,Traffic control signal,42.29416984,-71.13627151
65267,5556792,2025-05-27 10:36:00+00:00,10,Tuesday,May,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Unknown,25.0,Not at junction,No controls,42.33375488,-71.05702477
65268,5556791,2025-07-16 12:40:00+00:00,12,Wednesday,July,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,,Four-way intersection,Traffic control signal,42.35290305,-71.0562458
65269,5556790,2025-06-05 16:17:00+00:00,16,Thursday,June,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",25.0,Not at junction,No controls,42.28244601,-71.12340471
65272,5556787,2025-06-04 14:17:00+00:00,14,Wednesday,June,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,25.0,Four-way intersection,No controls,42.34133565,-71.07659207
65273,5556786,2025-07-09 16:35:00+00:00,16,Wednesday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,T-intersection,Traffic control signal,42.33106823,-71.08271425
65274,5556785,2025-07-08 16:22:00+00:00,16,Tuesday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,25.0,Not at junction,No controls,42.329413,-71.06904815
65275,5556784,2025-05-23 07:20:00+00:00,7,Friday,May,0,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,Traffic control signal,42.35206707,-71.12469702
65276,5556783,2025-06-20 18:55:00+00:00,18,Friday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,Four-way intersection,Traffic control signal,42.34014023,-71.06864577
65279,5556780,2025-06-27 20:55:00+00:00,20,Friday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Four-way intersection,Traffic control signal,42.34729958,-71.0877577
65287,5556771,2025-07-29 02:37:00+00:00,2,Tuesday,July,0,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.30344615,-71.08524595
65293,5556765,2025-07-17 16:15:00+00:00,16,Thursday,July,0,Non-fatal injury,1,3,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,Not at junction,Not reported,42.29383397,-71.09382377
65294,5556764,2025-05-23 15:44:00+00:00,15,Friday,May,0,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Four-way intersection,Traffic control signal,42.33256321,-71.0720867
65298,5556760,2025-05-31 16:31:00+00:00,16,Saturday,May,1,Non-fatal injury,1,2,2,0,Clear,Clear,Wet,Wet,Daylight,Daylight,Angle,25.0,Not at junction,Not reported,42.32676242,-71.11127836
65299,5556759,2025-07-05 00:42:00+00:00,0,Saturday,July,1,Non-fatal injury,1,3,4,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Not at junction,No controls,42.27496733,-71.09364999
65300,5556758,2025-06-29 14:35:00+00:00,14,Sunday,June,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,Four-way intersection,Traffic control signal,42.34333181,-71.08579629
65303,5556755,2025-06-16 21:20:00+00:00,21,Monday,June,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Unknown,25.0,T-intersection,Stop signs,42.3232495,-71.09539771
65305,5556753,2025-05-28 14:36:00+00:00,14,Wednesday,May,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,Four-way intersection,Stop signs,42.28535706,-71.12029453
65306,5556752,2025-06-30 17:29:00+00:00,17,Monday,June,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,No controls,42.29204914,-71.12214315
65307,5556751,2025-07-16 14:26:00+00:00,14,Wednesday,July,0,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,No controls,42.30493136,-71.0799434
65310,5556748,2025-06-08 11:30:00+00:00,11,Sunday,June,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not at junction,No controls,42.27409091,-71.06673512
65311,5556747,2025-07-30 16:27:00+00:00,16,Wednesday,July,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,25.0,Four-way intersection,Traffic control signal,42.28341928,-71.13138517
65312,5556746,2025-06-25 17:35:00+00:00,17,Wednesday,June,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not at junction,Traffic control signal,42.35109812,-71.13141443
65323,5556735,2025-07-26 11:35:00+00:00,11,Saturday,July,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,Traffic control signal,42.30344615,-71.08524595
65325,5556733,2025-06-22 21:30:00+00:00,21,Sunday,June,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Not at junction,No controls,42.29076558,-71.07164912
65328,5556730,2025-05-24 09:53:00+00:00,9,Saturday,May,1,Non-fatal injury,1,2,4,0,Rain,Rain,Wet,Wet,Daylight,Daylight,Rear-end,,Not at junction,No controls,42.31389639,-71.09598796
65331,5556727,2025-06-06 08:45:00+00:00,8,Friday,June,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,No controls,42.35649498,-71.06813424
65333,5556725,2025-07-05 15:54:00+00:00,15,Saturday,July,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not reported,No controls,42.3731124,-71.03503636
65334,5556724,2025-05-25 11:23:00+00:00,11,Sunday,May,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,Traffic control signal,42.30801501,-71.06509801
65335,5556723,2025-07-18 07:10:00+00:00,7,Friday,July,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Not at junction,No controls,42.32323129,-71.06049647
65336,5556722,2025-06-30 15:40:00+00:00,15,Monday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,T-intersection,No controls,42.31990057,-71.06253926
65338,5556720,2025-05-20 14:46:00+00:00,14,Tuesday,May,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,,Not at junction,No controls,42.28557033,-71.10895175
65339,5556719,2025-06-15 17:59:00+00:00,17,Sunday,June,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,T-intersection,Traffic control signal,42.35771894,-71.06325709
65343,5556715,2025-05-26 11:28:00+00:00,11,Monday,May,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,No controls,42.29358706,-71.13701236
65344,5556714,2025-06-29 17:10:00+00:00,17,Sunday,June,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,,T-intersection,No controls,42.35034539,-71.14786197
65346,5556711,2025-07-29 03:58:00+00:00,3,Tuesday,July,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Not at junction,No controls,42.31943221,-71.09469021
65348,5556709,2025-07-05 19:17:00+00:00,19,Saturday,July,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,No controls,42.37164924,-71.04227598
65349,5556708,2025-05-30 09:20:00+00:00,9,Friday,May,0,Property damage only (none injured),0,2,0,0,Not Reported,Other,Dry,Dry,Daylight,Daylight,Front to Rear,20.0,Not at junction,No controls,42.37208816,-71.04102208
65350,5556707,2025-07-28 23:22:00+00:00,23,Monday,July,0,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.30807997,-71.06502988
65352,5556705,2025-07-13 18:05:00+00:00,18,Sunday,July,1,Non-fatal injury,1,2,5,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",25.0,Four-way intersection,Traffic control signal,42.29278189,-71.05063295
65353,5556704,2025-06-13 13:00:00+00:00,13,Friday,June,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Not reported,45.0,Not at junction,No controls,42.39348408,-71.0114457
65390,5556667,2025-07-02 12:28:00+00:00,12,Wednesday,July,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,No controls,42.33833292,-71.05711169
65391,5556666,2025-06-23 19:51:00+00:00,19,Monday,June,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,25.0,T-intersection,Traffic control signal,42.33061138,-71.0881885
65392,5556665,2025-07-10 11:24:00+00:00,11,Thursday,July,0,Property damage only (none injured),0,2,0,0,Rain,Rain,Wet,Wet,Daylight,Daylight,Angle,25.0,T-intersection,No controls,42.29286054,-71.07181388
65393,5556664,2025-07-14 15:40:00+00:00,15,Monday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,,T-intersection,Stop signs,42.28726067,-71.07121441
65395,5556662,2025-06-02 11:55:00+00:00,11,Monday,June,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,Traffic control signal,42.33547023,-71.04464014
65396,5556661,2025-06-28 02:00:00+00:00,2,Saturday,June,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Four-way intersection,No controls,42.31482634,-71.06587341
65397,5556660,2025-06-08 19:15:00+00:00,19,Sunday,June,1,Non-fatal injury,1,3,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,Traffic control signal,42.28599492,-71.14777493
65401,5556656,2025-06-25 18:40:00+00:00,18,Wednesday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Unknown,25.0,Not at junction,Traffic control signal,42.31239851,-71.06883306
65402,5556655,2025-07-03 13:30:00+00:00,13,Thursday,July,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,T-intersection,No controls,42.3677536,-71.05739823
65403,5556654,2025-05-27 21:40:00+00:00,21,Tuesday,May,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,,T-intersection,Stop signs,42.31944623,-71.10036116
65404,5556653,2025-06-08 10:21:00+00:00,10,Sunday,June,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,No controls,42.33317654,-71.05404001
65406,5556651,2025-06-08 09:31:00+00:00,9,Sunday,June,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,25.0,T-intersection,No controls,42.32953663,-71.06914649
65408,5556649,2025-06-09 16:00:00+00:00,16,Monday,June,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,25.0,Four-way intersection,Traffic control signal,42.30648731,-71.10746421
65411,5556646,2025-05-26 17:32:00+00:00,17,Monday,May,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,Not at junction,No controls,42.34664557,-71.14747946
65412,5556645,2025-06-04 18:08:00+00:00,18,Wednesday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",15.0,Four-way intersection,No controls,42.37492255,-71.03909175
65413,5556644,2025-07-08 22:37:00+00:00,22,Tuesday,July,0,Property damage only (none injured),0,1,0,0,Rain,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,"Sideswipe, opposite direction",25.0,T-intersection,Traffic control signal,42.34807442,-71.06919188
65414,5556643,2025-05-25 17:31:00+00:00,17,Sunday,May,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,Not reported,Not reported,42.35779218,-71.05189562
65415,5556642,2025-07-18 18:57:00+00:00,18,Friday,July,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,,Four-way intersection,No controls,42.36850448,-71.03891904
65416,5556641,2025-07-20 17:52:00+00:00,17,Sunday,July,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",25.0,Not at junction,No controls,42.34599716,-71.07531068
65417,5556640,2025-05-25 00:42:00+00:00,0,Sunday,May,1,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Head-on,25.0,T-intersection,No controls,42.32006998,-71.05861622
65419,5556638,2025-06-05 14:36:00+00:00,14,Thursday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,23.0,T-intersection,No controls,42.2716316,-71.07887874
65420,5556637,2025-05-18 18:21:00+00:00,18,Sunday,May,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,No controls,42.26113495,-71.11358325
65422,5556635,2025-07-05 08:52:00+00:00,8,Saturday,July,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not reported,No controls,42.35190853,-71.15741748
65423,5556634,2025-07-11 15:40:00+00:00,15,Friday,July,0,Non-fatal injury,1,3,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,25.0,T-intersection,Stop signs,42.27738583,-71.0916989
65437,5556620,2025-07-23 20:17:00+00:00,20,Wednesday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Not at junction,No controls,42.287342,-71.1506694
65438,5556619,2025-07-14 12:55:00+00:00,12,Monday,July,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not at junction,No controls,42.28651769,-71.12048777
65439,5556618,2025-06-10 22:26:00+00:00,22,Tuesday,June,0,Property damage only (none injured),0,2,0,0,Rain,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Not at junction,No controls,42.28397975,-71.13079031
65442,5556615,2025-07-26 13:51:00+00:00,13,Saturday,July,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.27797236,-71.13739167
65445,5556612,2025-06-20 01:15:00+00:00,1,Friday,June,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,T-intersection,No controls,42.25905948,-71.15162307
65446,5556611,2025-06-18 18:58:00+00:00,18,Wednesday,June,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,Rear-end,25.0,Four-way intersection,Traffic control signal,42.27144447,-71.17272784
65447,5556610,2025-06-21 11:45:00+00:00,11,Saturday,June,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Not reported,25.0,Not reported,Unknown,42.32178533,-71.10475742
65454,5556603,2025-06-24 08:37:00+00:00,8,Tuesday,June,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not at junction,No controls,42.29778867,-71.13014445
65458,5556599,2025-07-17 13:01:00+00:00,13,Thursday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,T-intersection,Traffic control signal,42.29794931,-71.11488656
65459,5556598,2025-05-23 22:03:00+00:00,22,Friday,May,0,Property damage only (none injured),0,2,0,0,Rain,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Not at junction,No controls,42.25654037,-71.11942612
65460,5556597,2025-07-15 15:54:00+00:00,15,Tuesday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,Four-way intersection,Traffic control signal,42.25581946,-71.12413055
65462,5556595,2025-07-25 08:16:00+00:00,8,Friday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Driveway,No controls,42.25644395,-71.12395946
65467,5556590,2025-07-26 22:30:00+00:00,22,Saturday,July,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Head-on,25.0,Four-way intersection,Traffic control signal,42.34397202,-71.10000314
65468,5556589,2025-07-18 19:43:00+00:00,19,Friday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,Rear-end,,Four-way intersection,Traffic control signal,42.2937175,-71.14602861
65469,5556588,2025-06-28 11:22:00+00:00,11,Saturday,June,1,Non-fatal injury,1,2,1,0,Cloudy,Cloudy,Wet,Wet,Daylight,Daylight,Angle,,Four-way intersection,Traffic control signal,42.31840454,-71.09837691
65470,5556587,2025-05-22 12:46:00+00:00,12,Thursday,May,0,Non-fatal injury,1,1,1,0,Rain/Severe crosswinds,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,,T-intersection,Stop signs,42.30232009,-71.10484974
65472,5556585,2025-05-24 05:00:00+00:00,5,Saturday,May,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Angle,30.0,Four-way intersection,Stop signs,42.31997701,-71.10398452
65476,5556581,2025-05-23 09:30:00+00:00,9,Friday,May,0,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,No controls,42.34548448,-71.08151367
65508,5556549,2025-06-26 07:45:00+00:00,7,Thursday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.34747525,-71.06861397
65510,5556547,2025-06-01 12:04:00+00:00,12,Sunday,June,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,T-intersection,Traffic control signal,42.33563451,-71.03994706
65511,5556546,2025-05-20 09:34:00+00:00,9,Tuesday,May,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,,Four-way intersection,Pedestrian Crossing signal/beacon,42.33762135,-71.09549258
65514,5556543,2025-07-20 16:05:00+00:00,16,Sunday,July,1,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Unknown,25.0,Five-point or more,Traffic control signal,42.29445928,-71.13587732
65515,5556542,2025-06-15 19:09:00+00:00,19,Sunday,June,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.33209172,-71.07930797
